transcript_id,model_id,model_folder,model_name,domain,game,experiment,instance,source_path
llp9b__referencegame__letter_grids__instance_00008,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,referencegame,letter_grids,instance_00008,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/referencegame/letter_grids/instance_00008/interactions.json
qwen27b__referencegame__letter_grids__instance_00008,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,referencegame,letter_grids,instance_00008,games_final/clem_indomain/qwen3.5-27b/referencegame/letter_grids/instance_00008/interactions.json
cityuol2b__referencegame__letter_grids__instance_00017,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,referencegame,letter_grids,instance_00017,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/referencegame/letter_grids/instance_00017/interactions.json
dair2b__referencegame__letter_grids__instance_00017,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,referencegame,letter_grids,instance_00017,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/referencegame/letter_grids/instance_00017/interactions.json
llp9b__referencegame__letter_grids__instance_00017,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,referencegame,letter_grids,instance_00017,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/referencegame/letter_grids/instance_00017/interactions.json
qwen27b__referencegame__letter_grids__instance_00017,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,referencegame,letter_grids,instance_00017,games_final/clem_indomain/qwen3.5-27b/referencegame/letter_grids/instance_00017/interactions.json
cityuol2b__referencegame__line_grids_columns__instance_00000,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,referencegame,line_grids_columns,instance_00000,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/referencegame/line_grids_columns/instance_00000/interactions.json
dair2b__referencegame__line_grids_columns__instance_00000,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,referencegame,line_grids_columns,instance_00000,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/referencegame/line_grids_columns/instance_00000/interactions.json
llp9b__referencegame__line_grids_columns__instance_00000,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,referencegame,line_grids_columns,instance_00000,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/referencegame/line_grids_columns/instance_00000/interactions.json
qwen27b__referencegame__line_grids_columns__instance_00000,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,referencegame,line_grids_columns,instance_00000,games_final/clem_indomain/qwen3.5-27b/referencegame/line_grids_columns/instance_00000/interactions.json
cityuol2b__referencegame__line_grids_columns__instance_00008,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,referencegame,line_grids_columns,instance_00008,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/referencegame/line_grids_columns/instance_00008/interactions.json
dair2b__referencegame__line_grids_columns__instance_00008,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,referencegame,line_grids_columns,instance_00008,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/referencegame/line_grids_columns/instance_00008/interactions.json
llp9b__referencegame__line_grids_columns__instance_00008,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,referencegame,line_grids_columns,instance_00008,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/referencegame/line_grids_columns/instance_00008/interactions.json
qwen27b__referencegame__line_grids_columns__instance_00008,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,referencegame,line_grids_columns,instance_00008,games_final/clem_indomain/qwen3.5-27b/referencegame/line_grids_columns/instance_00008/interactions.json
cityuol2b__referencegame__line_grids_columns__instance_00017,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,referencegame,line_grids_columns,instance_00017,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/referencegame/line_grids_columns/instance_00017/interactions.json
dair2b__referencegame__line_grids_columns__instance_00017,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,referencegame,line_grids_columns,instance_00017,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/referencegame/line_grids_columns/instance_00017/interactions.json
llp9b__referencegame__line_grids_columns__instance_00017,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,referencegame,line_grids_columns,instance_00017,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/referencegame/line_grids_columns/instance_00017/interactions.json
qwen27b__referencegame__line_grids_columns__instance_00017,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,referencegame,line_grids_columns,instance_00017,games_final/clem_indomain/qwen3.5-27b/referencegame/line_grids_columns/instance_00017/interactions.json
cityuol2b__referencegame__line_grids_rows__instance_00002,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,referencegame,line_grids_rows,instance_00002,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/referencegame/line_grids_rows/instance_00002/interactions.json
dair2b__referencegame__line_grids_rows__instance_00002,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,referencegame,line_grids_rows,instance_00002,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/referencegame/line_grids_rows/instance_00002/interactions.json
llp9b__referencegame__line_grids_rows__instance_00002,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,referencegame,line_grids_rows,instance_00002,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/referencegame/line_grids_rows/instance_00002/interactions.json
qwen27b__referencegame__line_grids_rows__instance_00002,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,referencegame,line_grids_rows,instance_00002,games_final/clem_indomain/qwen3.5-27b/referencegame/line_grids_rows/instance_00002/interactions.json
cityuol2b__referencegame__line_grids_rows__instance_00003,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,referencegame,line_grids_rows,instance_00003,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/referencegame/line_grids_rows/instance_00003/interactions.json
dair2b__referencegame__line_grids_rows__instance_00003,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,referencegame,line_grids_rows,instance_00003,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/referencegame/line_grids_rows/instance_00003/interactions.json
llp9b__referencegame__line_grids_rows__instance_00003,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,referencegame,line_grids_rows,instance_00003,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/referencegame/line_grids_rows/instance_00003/interactions.json
qwen27b__referencegame__line_grids_rows__instance_00003,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,referencegame,line_grids_rows,instance_00003,games_final/clem_indomain/qwen3.5-27b/referencegame/line_grids_rows/instance_00003/interactions.json
cityuol2b__referencegame__line_grids_rows__instance_00017,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,referencegame,line_grids_rows,instance_00017,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/referencegame/line_grids_rows/instance_00017/interactions.json
dair2b__referencegame__line_grids_rows__instance_00017,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,referencegame,line_grids_rows,instance_00017,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/referencegame/line_grids_rows/instance_00017/interactions.json
llp9b__referencegame__line_grids_rows__instance_00017,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,referencegame,line_grids_rows,instance_00017,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/referencegame/line_grids_rows/instance_00017/interactions.json
qwen27b__referencegame__line_grids_rows__instance_00017,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,referencegame,line_grids_rows,instance_00017,games_final/clem_indomain/qwen3.5-27b/referencegame/line_grids_rows/instance_00017/interactions.json
cityuol2b__referencegame__number_grids__instance_00005,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,referencegame,number_grids,instance_00005,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/referencegame/number_grids/instance_00005/interactions.json
dair2b__referencegame__number_grids__instance_00005,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,referencegame,number_grids,instance_00005,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/referencegame/number_grids/instance_00005/interactions.json
llp9b__referencegame__number_grids__instance_00005,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,referencegame,number_grids,instance_00005,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/referencegame/number_grids/instance_00005/interactions.json
qwen27b__referencegame__number_grids__instance_00005,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,referencegame,number_grids,instance_00005,games_final/clem_indomain/qwen3.5-27b/referencegame/number_grids/instance_00005/interactions.json
cityuol2b__referencegame__number_grids__instance_00009,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,referencegame,number_grids,instance_00009,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/referencegame/number_grids/instance_00009/interactions.json
dair2b__referencegame__number_grids__instance_00009,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,referencegame,number_grids,instance_00009,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/referencegame/number_grids/instance_00009/interactions.json
llp9b__referencegame__number_grids__instance_00009,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,referencegame,number_grids,instance_00009,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/referencegame/number_grids/instance_00009/interactions.json
qwen27b__referencegame__number_grids__instance_00009,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,referencegame,number_grids,instance_00009,games_final/clem_indomain/qwen3.5-27b/referencegame/number_grids/instance_00009/interactions.json
cityuol2b__referencegame__random_grids__instance_00009,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,referencegame,random_grids,instance_00009,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/referencegame/random_grids/instance_00009/interactions.json
dair2b__referencegame__random_grids__instance_00009,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,referencegame,random_grids,instance_00009,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/referencegame/random_grids/instance_00009/interactions.json
llp9b__referencegame__random_grids__instance_00009,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,referencegame,random_grids,instance_00009,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/referencegame/random_grids/instance_00009/interactions.json
qwen27b__referencegame__random_grids__instance_00009,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,referencegame,random_grids,instance_00009,games_final/clem_indomain/qwen3.5-27b/referencegame/random_grids/instance_00009/interactions.json
cityuol2b__referencegame__random_grids__instance_00014,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,referencegame,random_grids,instance_00014,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/referencegame/random_grids/instance_00014/interactions.json
dair2b__referencegame__random_grids__instance_00014,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,referencegame,random_grids,instance_00014,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/referencegame/random_grids/instance_00014/interactions.json
llp9b__referencegame__random_grids__instance_00014,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,referencegame,random_grids,instance_00014,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/referencegame/random_grids/instance_00014/interactions.json
qwen27b__referencegame__random_grids__instance_00014,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,referencegame,random_grids,instance_00014,games_final/clem_indomain/qwen3.5-27b/referencegame/random_grids/instance_00014/interactions.json
cityuol2b__ta_frozen_lake__FrozenLake-v0__instance_00002,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_outofdomain,ta_frozen_lake,FrozenLake-v0,instance_00002,games_final/clem_outofdomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/ta_frozen_lake/FrozenLake-v0/instance_00002/interactions.json
dair2b__ta_frozen_lake__FrozenLake-v0__instance_00002,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_outofdomain,ta_frozen_lake,FrozenLake-v0,instance_00002,games_final/clem_outofdomain/DAIR__qwen3.5-2b__sft-dpo-v2/ta_frozen_lake/FrozenLake-v0/instance_00002/interactions.json
llp9b__ta_frozen_lake__FrozenLake-v0__instance_00002,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_outofdomain,ta_frozen_lake,FrozenLake-v0,instance_00002,games_final/clem_outofdomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/ta_frozen_lake/FrozenLake-v0/instance_00002/interactions.json
qwen27b__ta_frozen_lake__FrozenLake-v0__instance_00002,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_outofdomain,ta_frozen_lake,FrozenLake-v0,instance_00002,games_final/clem_outofdomain/qwen3.5-27b/ta_frozen_lake/FrozenLake-v0/instance_00002/interactions.json
cityuol2b__ta_frozen_lake__FrozenLake-v0__instance_00003,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_outofdomain,ta_frozen_lake,FrozenLake-v0,instance_00003,games_final/clem_outofdomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/ta_frozen_lake/FrozenLake-v0/instance_00003/interactions.json
dair2b__ta_frozen_lake__FrozenLake-v0__instance_00003,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_outofdomain,ta_frozen_lake,FrozenLake-v0,instance_00003,games_final/clem_outofdomain/DAIR__qwen3.5-2b__sft-dpo-v2/ta_frozen_lake/FrozenLake-v0/instance_00003/interactions.json
llp9b__ta_frozen_lake__FrozenLake-v0__instance_00003,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_outofdomain,ta_frozen_lake,FrozenLake-v0,instance_00003,games_final/clem_outofdomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/ta_frozen_lake/FrozenLake-v0/instance_00003/interactions.json
qwen27b__ta_frozen_lake__FrozenLake-v0__instance_00003,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_outofdomain,ta_frozen_lake,FrozenLake-v0,instance_00003,games_final/clem_outofdomain/qwen3.5-27b/ta_frozen_lake/FrozenLake-v0/instance_00003/interactions.json
cityuol2b__ta_frozen_lake__FrozenLake-v0__instance_00007,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_outofdomain,ta_frozen_lake,FrozenLake-v0,instance_00007,games_final/clem_outofdomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/ta_frozen_lake/FrozenLake-v0/instance_00007/interactions.json
dair2b__ta_frozen_lake__FrozenLake-v0__instance_00007,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_outofdomain,ta_frozen_lake,FrozenLake-v0,instance_00007,games_final/clem_outofdomain/DAIR__qwen3.5-2b__sft-dpo-v2/ta_frozen_lake/FrozenLake-v0/instance_00007/interactions.json
llp9b__ta_frozen_lake__FrozenLake-v0__instance_00007,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_outofdomain,ta_frozen_lake,FrozenLake-v0,instance_00007,games_final/clem_outofdomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/ta_frozen_lake/FrozenLake-v0/instance_00007/interactions.json
qwen27b__ta_frozen_lake__FrozenLake-v0__instance_00007,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_outofdomain,ta_frozen_lake,FrozenLake-v0,instance_00007,games_final/clem_outofdomain/qwen3.5-27b/ta_frozen_lake/FrozenLake-v0/instance_00007/interactions.json
cityuol2b__ta_frozen_lake__FrozenLake-v0__instance_00008,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_outofdomain,ta_frozen_lake,FrozenLake-v0,instance_00008,games_final/clem_outofdomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/ta_frozen_lake/FrozenLake-v0/instance_00008/interactions.json
dair2b__ta_frozen_lake__FrozenLake-v0__instance_00008,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_outofdomain,ta_frozen_lake,FrozenLake-v0,instance_00008,games_final/clem_outofdomain/DAIR__qwen3.5-2b__sft-dpo-v2/ta_frozen_lake/FrozenLake-v0/instance_00008/interactions.json
llp9b__ta_frozen_lake__FrozenLake-v0__instance_00008,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_outofdomain,ta_frozen_lake,FrozenLake-v0,instance_00008,games_final/clem_outofdomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/ta_frozen_lake/FrozenLake-v0/instance_00008/interactions.json
qwen27b__ta_frozen_lake__FrozenLake-v0__instance_00008,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_outofdomain,ta_frozen_lake,FrozenLake-v0,instance_00008,games_final/clem_outofdomain/qwen3.5-27b/ta_frozen_lake/FrozenLake-v0/instance_00008/interactions.json
cityuol2b__ta_frozen_lake__FrozenLake-v0-hardcore__instance_00002,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_outofdomain,ta_frozen_lake,FrozenLake-v0-hardcore,instance_00002,games_final/clem_outofdomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/ta_frozen_lake/FrozenLake-v0-hardcore/instance_00002/interactions.json
dair2b__ta_frozen_lake__FrozenLake-v0-hardcore__instance_00002,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_outofdomain,ta_frozen_lake,FrozenLake-v0-hardcore,instance_00002,games_final/clem_outofdomain/DAIR__qwen3.5-2b__sft-dpo-v2/ta_frozen_lake/FrozenLake-v0-hardcore/instance_00002/interactions.json
llp9b__ta_frozen_lake__FrozenLake-v0-hardcore__instance_00002,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_outofdomain,ta_frozen_lake,FrozenLake-v0-hardcore,instance_00002,games_final/clem_outofdomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/ta_frozen_lake/FrozenLake-v0-hardcore/instance_00002/interactions.json
qwen27b__ta_frozen_lake__FrozenLake-v0-hardcore__instance_00002,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_outofdomain,ta_frozen_lake,FrozenLake-v0-hardcore,instance_00002,games_final/clem_outofdomain/qwen3.5-27b/ta_frozen_lake/FrozenLake-v0-hardcore/instance_00002/interactions.json
cityuol2b__ta_frozen_lake__FrozenLake-v0-hardcore__instance_00004,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_outofdomain,ta_frozen_lake,FrozenLake-v0-hardcore,instance_00004,games_final/clem_outofdomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/ta_frozen_lake/FrozenLake-v0-hardcore/instance_00004/interactions.json
dair2b__ta_frozen_lake__FrozenLake-v0-hardcore__instance_00004,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_outofdomain,ta_frozen_lake,FrozenLake-v0-hardcore,instance_00004,games_final/clem_outofdomain/DAIR__qwen3.5-2b__sft-dpo-v2/ta_frozen_lake/FrozenLake-v0-hardcore/instance_00004/interactions.json
llp9b__ta_frozen_lake__FrozenLake-v0-hardcore__instance_00004,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_outofdomain,ta_frozen_lake,FrozenLake-v0-hardcore,instance_00004,games_final/clem_outofdomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/ta_frozen_lake/FrozenLake-v0-hardcore/instance_00004/interactions.json
qwen27b__ta_frozen_lake__FrozenLake-v0-hardcore__instance_00004,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_outofdomain,ta_frozen_lake,FrozenLake-v0-hardcore,instance_00004,games_final/clem_outofdomain/qwen3.5-27b/ta_frozen_lake/FrozenLake-v0-hardcore/instance_00004/interactions.json
cityuol2b__ta_frozen_lake__FrozenLake-v0-hardcore__instance_00005,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_outofdomain,ta_frozen_lake,FrozenLake-v0-hardcore,instance_00005,games_final/clem_outofdomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/ta_frozen_lake/FrozenLake-v0-hardcore/instance_00005/interactions.json
dair2b__ta_frozen_lake__FrozenLake-v0-hardcore__instance_00005,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_outofdomain,ta_frozen_lake,FrozenLake-v0-hardcore,instance_00005,games_final/clem_outofdomain/DAIR__qwen3.5-2b__sft-dpo-v2/ta_frozen_lake/FrozenLake-v0-hardcore/instance_00005/interactions.json
llp9b__ta_frozen_lake__FrozenLake-v0-hardcore__instance_00005,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_outofdomain,ta_frozen_lake,FrozenLake-v0-hardcore,instance_00005,games_final/clem_outofdomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/ta_frozen_lake/FrozenLake-v0-hardcore/instance_00005/interactions.json
qwen27b__ta_frozen_lake__FrozenLake-v0-hardcore__instance_00005,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_outofdomain,ta_frozen_lake,FrozenLake-v0-hardcore,instance_00005,games_final/clem_outofdomain/qwen3.5-27b/ta_frozen_lake/FrozenLake-v0-hardcore/instance_00005/interactions.json
cityuol2b__ta_frozen_lake__FrozenLake-v0-hardcore__instance_00008,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_outofdomain,ta_frozen_lake,FrozenLake-v0-hardcore,instance_00008,games_final/clem_outofdomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/ta_frozen_lake/FrozenLake-v0-hardcore/instance_00008/interactions.json
dair2b__ta_frozen_lake__FrozenLake-v0-hardcore__instance_00008,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_outofdomain,ta_frozen_lake,FrozenLake-v0-hardcore,instance_00008,games_final/clem_outofdomain/DAIR__qwen3.5-2b__sft-dpo-v2/ta_frozen_lake/FrozenLake-v0-hardcore/instance_00008/interactions.json
llp9b__ta_frozen_lake__FrozenLake-v0-hardcore__instance_00008,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_outofdomain,ta_frozen_lake,FrozenLake-v0-hardcore,instance_00008,games_final/clem_outofdomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/ta_frozen_lake/FrozenLake-v0-hardcore/instance_00008/interactions.json
qwen27b__ta_frozen_lake__FrozenLake-v0-hardcore__instance_00008,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_outofdomain,ta_frozen_lake,FrozenLake-v0-hardcore,instance_00008,games_final/clem_outofdomain/qwen3.5-27b/ta_frozen_lake/FrozenLake-v0-hardcore/instance_00008/interactions.json
cityuol2b__ta_frozen_lake__FrozenLake-v0-random__instance_00001,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_outofdomain,ta_frozen_lake,FrozenLake-v0-random,instance_00001,games_final/clem_outofdomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/ta_frozen_lake/FrozenLake-v0-random/instance_00001/interactions.json
